,Datetime,Open,High,Low,Close,Adj Close,Volume
0,2021-11-03 09:30:00-04:00,214.1300048828125,230.3800048828125,214.1199951171875,228.26499938964844,228.26499938964844,1196859
1,2021-11-03 09:45:00-04:00,227.91000366210935,239.4900054931641,224.0399932861328,238.54119873046875,238.54119873046875,1362208
2,2021-11-03 10:00:00-04:00,238.4801025390625,255.69000244140625,235.4499969482422,238.48989868164065,238.48989868164065,2641512
3,2021-11-03 10:15:00-04:00,238.1320953369141,242.7599029541016,230.57000732421875,233.6000061035156,233.6000061035156,892256
4,2021-11-03 10:30:00-04:00,233.9799041748047,239.3000030517578,223.92999267578125,226.13499450683597,226.13499450683597,803640
5,2021-11-03 10:45:00-04:00,226.0,231.22000122070312,224.00010681152344,228.9445953369141,228.9445953369141,455543
6,2021-11-03 11:00:00-04:00,228.625,230.33999633789065,223.1999969482422,226.83990478515625,226.83990478515625,258007
7,2021-11-03 11:15:00-04:00,226.8699951171875,233.9499053955078,225.07000732421875,232.25,232.25,320376
8,2021-11-03 11:30:00-04:00,232.2400054931641,232.45989990234372,224.1100006103516,226.5198974609375,226.5198974609375,277919
9,2021-11-03 11:45:00-04:00,226.47000122070312,227.66000366210935,219.5500030517578,220.6000061035156,220.6000061035156,326898
10,2021-11-03 12:00:00-04:00,220.4499969482422,220.4499969482422,208.25010681152344,213.97999572753903,213.97999572753903,626754
11,2021-11-03 12:15:00-04:00,213.8000030517578,218.72000122070312,211.1100006103516,213.78990173339844,213.78990173339844,315937
12,2021-11-03 12:30:00-04:00,213.3600006103516,215.82000732421875,212.50010681152344,214.17999267578125,214.17999267578125,119649
13,2021-11-03 12:45:00-04:00,214.38999938964844,217.67990112304688,214.1499938964844,215.875,215.875,124622
14,2021-11-03 13:00:00-04:00,215.32000732421875,217.3800048828125,210.4990997314453,211.21600341796875,211.21600341796875,167236
15,2021-11-03 13:15:00-04:00,211.0200042724609,213.4900054931641,211.01010131835935,211.47999572753903,211.47999572753903,77819
